Type I_index Init_J Init_S Init_K Init_mF Init_XI F_index Final_J Final_S Final_K Final_mF Final_XI Rabi_Rate_Real Rabi_Rate_Imag
sigma+ 314 4 1 +2.0 -0.5 2 96 3 1 +2.0 +0.5 2 3.28343748e-06 6.17128822e-25
sigma+ 386 4 -1 +2.0 -0.5 2 228 3 -1 +2.0 +0.5 2 -1.57703096e-23 3.28343747e-06
sigma+ 169 3 1 +0.0 -0.5 4 16 1 1 +0.0 +0.5 3 3.27693442e-06 0.00000000e+00
sigma+ 55 3 1 +3.0 -2.5 1 54 3 1 +3.0 -1.5 1 -3.27547311e-06 0.00000000e+00
sigma+ 179 3 -1 +3.0 -2.5 1 178 3 -1 +3.0 -1.5 1 3.27547310e-06 0.00000000e+00
sigma+ 92 3 1 +2.0 -2.5 1 306 4 1 +2.0 -1.5 1 -3.27334293e-06 3.22974906e-20
sigma+ 224 3 -1 +2.0 -2.5 1 378 4 -1 +2.0 -1.5 1 -3.27334291e-06 -6.46001854e-20
sigma+ 14 1 1 +0.0 -0.5 2 8 1 1 +0.0 +0.5 1 3.24960908e-06 0.00000000e+00
sigma+ 187 3 -1 +3.0 -1.5 2 353 4 -1 +3.0 -0.5 2 3.24456582e-06 0.00000000e+00
sigma+ 63 3 1 +3.0 -1.5 2 249 4 1 +3.0 -0.5 2 -3.24456580e-06 0.00000000e+00
sigma+ 167 3 1 +0.0 -2.5 3 15 1 1 +0.0 -1.5 2 -3.23060272e-06 0.00000000e+00
sigma+ 248 4 1 +3.0 +0.5 2 60 3 1 +3.0 +1.5 2 -3.23003461e-06 0.00000000e+00
sigma+ 352 4 -1 +3.0 +0.5 2 184 3 -1 +3.0 +1.5 2 3.23003457e-06 0.00000000e+00
sigma+ 425 4 -1 +0.0 -0.5 2 120 2 -1 +0.0 +0.5 2 3.22693685e-06 0.00000000e+00
sigma+ 146 3 1 +0.0 +2.5 1 145 3 1 +0.0 +3.5 1 3.22340305e-06 0.00000000e+00
sigma+ 152 3 1 +0.0 -3.5 1 151 3 1 +0.0 -2.5 1 3.22089807e-06 0.00000000e+00
sigma+ 262 4 1 +3.0 -2.5 4 70 3 1 +3.0 -1.5 3 3.21916031e-06 0.00000000e+00
sigma+ 366 4 -1 +3.0 -2.5 4 194 3 -1 +3.0 -1.5 3 -3.21916031e-06 0.00000000e+00
sigma+ 160 3 1 +0.0 -2.5 2 15 1 1 +0.0 -1.5 2 3.20004080e-06 0.00000000e+00
sigma+ 191 3 -1 +3.0 +1.5 3 190 3 -1 +3.0 +2.5 3 -3.19461763e-06 0.00000000e+00
sigma+ 67 3 1 +3.0 +1.5 3 66 3 1 +3.0 +2.5 3 3.19461758e-06 0.00000000e+00
sigma+ 35 2 1 +1.0 -0.5 1 322 4 1 +1.0 +0.5 1 -3.20223546e-23 3.18943599e-06
sigma+ 103 2 -1 +1.0 -0.5 1 394 4 -1 +1.0 +0.5 1 6.37406106e-24 -3.18943598e-06
sigma+ 45 1 -1 +1.0 -1.5 1 103 2 -1 +1.0 -0.5 1 -8.40394734e-25 3.17854979e-06
sigma+ 3 1 1 +1.0 -1.5 1 35 2 1 +1.0 -0.5 1 3.17854976e-06 -1.21071172e-23
sigma+ 98 3 1 +2.0 -0.5 2 313 4 1 +2.0 +0.5 2 -1.73161333e-18 3.17402897e-06
sigma+ 230 3 -1 +2.0 -0.5 2 385 4 -1 +2.0 +0.5 2 -1.52546558e-23 3.17402897e-06
sigma+ 137 3 1 +1.0 -3.5 1 37 2 1 +1.0 -2.5 1 5.00284304e-24 -3.17036906e-06
sigma+ 32 2 1 +1.0 +2.5 1 130 3 1 +1.0 +3.5 1 3.17036906e-06 -1.17040387e-24
sigma+ 100 2 -1 +1.0 +2.5 1 268 3 -1 +1.0 +3.5 1 3.17036906e-06 -2.44130603e-21
sigma+ 275 3 -1 +1.0 -3.5 1 105 2 -1 +1.0 -2.5 1 -5.67969047e-25 -3.17036906e-06
sigma+ 9 1 1 +0.0 -0.5 1 148 3 1 +0.0 +0.5 1 -3.16598360e-06 0.00000000e+00
sigma+ 170 3 1 +0.0 +0.5 4 171 3 1 +0.0 +1.5 4 -3.16535047e-06 0.00000000e+00
sigma+ 377 4 -1 +2.0 -0.5 1 221 3 -1 +2.0 +0.5 1 -1.58118204e-23 3.14715967e-06
sigma+ 305 4 1 +2.0 -0.5 1 89 3 1 +2.0 +0.5 1 3.14715967e-06 1.49325984e-24
sigma+ 16 1 1 +0.0 +0.5 3 7 1 1 +0.0 +1.5 1 3.13681263e-06 0.00000000e+00
sigma+ 195 3 -1 +3.0 -2.5 3 196 3 -1 +3.0 -1.5 4 3.13359090e-06 0.00000000e+00
sigma+ 71 3 1 +3.0 -2.5 3 72 3 1 +3.0 -1.5 4 3.13359087e-06 0.00000000e+00
sigma+ 28 0 -1 +0.0 +1.5 1 118 2 -1 +0.0 +2.5 2 -3.12942127e-06 0.00000000e+00
sigma+ 29 0 -1 +0.0 +0.5 1 124 2 -1 +0.0 +1.5 3 3.12023617e-06 0.00000000e+00
sigma+ 35 2 1 +1.0 -0.5 1 1 1 1 +1.0 +0.5 1 -1.19206632e-23 3.11569096e-06
sigma+ 103 2 -1 +1.0 -0.5 1 43 1 -1 +1.0 +0.5 1 -3.11569096e-06 -1.03396890e-23
sigma+ 31 0 -1 +0.0 -1.5 1 128 2 -1 +0.0 -0.5 4 3.11396569e-06 0.00000000e+00
sigma+ 247 4 1 +3.0 +1.5 2 59 3 1 +3.0 +2.5 2 3.11370494e-06 0.00000000e+00
sigma+ 351 4 -1 +3.0 +1.5 2 183 3 -1 +3.0 +2.5 2 3.11370491e-06 0.00000000e+00
sigma+ 57 3 1 +3.0 -4.5 1 65 3 1 +3.0 -3.5 2 -3.11196548e-06 0.00000000e+00
sigma+ 181 3 -1 +3.0 -4.5 1 189 3 -1 +3.0 -3.5 2 3.11196547e-06 0.00000000e+00
sigma+ 56 3 1 +3.0 -3.5 1 240 4 1 +3.0 -2.5 1 -3.10999911e-06 0.00000000e+00
sigma+ 180 3 -1 +3.0 -3.5 1 344 4 -1 +3.0 -2.5 1 3.10999910e-06 0.00000000e+00
sigma+ 404 4 -1 +1.0 -0.5 2 108 2 -1 +1.0 +0.5 2 -6.12205852e-25 -3.09961739e-06
sigma+ 332 4 1 +1.0 -0.5 2 40 2 1 +1.0 +0.5 2 -3.09961739e-06 -2.17903025e-23
sigma+ 81 2 -1 +2.0 -2.5 1 223 3 -1 +2.0 -1.5 1 4.24409069e-23 3.09740913e-06
sigma+ 23 2 1 +2.0 -2.5 1 91 3 1 +2.0 -1.5 1 4.15219571e-23 3.09740912e-06
sigma+ 161 3 1 +0.0 -3.5 2 11 1 1 +0.0 -2.5 1 3.09409688e-06 0.00000000e+00
sigma+ 121 2 -1 +0.0 -0.5 2 424 4 -1 +0.0 +0.5 2 3.08030136e-06 0.00000000e+00
sigma+ 71 3 1 +3.0 -2.5 3 263 4 1 +3.0 -1.5 4 -3.07754400e-06 0.00000000e+00
sigma+ 195 3 -1 +3.0 -2.5 3 367 4 -1 +3.0 -1.5 4 3.07754395e-06 0.00000000e+00
sigma+ 82 2 -1 +2.0 -1.5 2 83 2 -1 +2.0 -0.5 2 -2.08360468e-24 3.07683822e-06
sigma+ 24 2 1 +2.0 -1.5 2 25 2 1 +2.0 -0.5 2 2.08360471e-24 -3.07683821e-06
sigma+ 153 3 1 +0.0 -4.5 1 152 3 1 +0.0 -3.5 1 -3.07087246e-06 0.00000000e+00
sigma+ 257 4 1 +3.0 +0.5 3 67 3 1 +3.0 +1.5 3 3.06292972e-06 0.00000000e+00
sigma+ 361 4 -1 +3.0 +0.5 3 191 3 -1 +3.0 +1.5 3 3.06292968e-06 0.00000000e+00
sigma+ 62 3 1 +3.0 -0.5 2 248 4 1 +3.0 +0.5 2 3.05737643e-06 0.00000000e+00
sigma+ 186 3 -1 +3.0 -0.5 2 352 4 -1 +3.0 +0.5 2 3.05737641e-06 0.00000000e+00
sigma+ 77 2 -1 +2.0 +1.5 1 374 4 -1 +2.0 +2.5 1 2.99046695e-24 -3.05708004e-06
sigma+ 19 2 1 +2.0 +1.5 1 302 4 1 +2.0 +2.5 1 2.84888793e-24 -3.05708004e-06
sigma+ 379 4 -1 +2.0 -2.5 1 80 2 -1 +2.0 -1.5 1 -1.38060443e-23 -3.03627922e-06
sigma+ 307 4 1 +2.0 -2.5 1 22 2 1 +2.0 -1.5 1 1.31007791e-23 3.03627922e-06
sigma+ 365 4 -1 +3.0 -3.5 3 195 3 -1 +3.0 -2.5 3 -3.02160132e-06 0.00000000e+00
sigma+ 261 4 1 +3.0 -3.5 3 71 3 1 +3.0 -2.5 3 -3.02160128e-06 0.00000000e+00
sigma+ 104 2 -1 +1.0 -1.5 1 46 1 -1 +1.0 -0.5 2 -3.01926057e-06 9.05461249e-24
sigma+ 36 2 1 +1.0 -1.5 1 4 1 1 +1.0 -0.5 2 3.01926057e-06 -9.05461249e-24
sigma+ 165 3 1 +0.0 -0.5 3 13 1 1 +0.0 +0.5 2 -3.01856776e-06 0.00000000e+00
sigma+ 31 0 -1 +0.0 -1.5 1 126 2 -1 +0.0 -0.5 3 3.00621138e-06 0.00000000e+00
sigma+ 46 1 -1 +1.0 -0.5 2 279 3 -1 +1.0 +0.5 2 -1.03748345e-23 3.00331647e-06
sigma+ 4 1 1 +1.0 -0.5 2 141 3 1 +1.0 +0.5 2 3.00331647e-06 -1.27221897e-23
sigma+ 126 2 -1 +0.0 -0.5 3 433 4 -1 +0.0 +0.5 3 2.99004777e-06 0.00000000e+00
sigma+ 295 4 -1 +4.0 +0.5 2 294 4 -1 +4.0 +1.5 2 2.98717421e-06 1.31140500e-23
sigma+ 213 4 1 +4.0 +0.5 2 212 4 1 +4.0 +1.5 2 -2.98717420e-06 -4.79837468e-24
sigma+ 272 3 -1 +1.0 -0.5 1 43 1 -1 +1.0 +0.5 1 -9.68688608e-24 2.98448811e-06
sigma+ 134 3 1 +1.0 -0.5 1 1 1 1 +1.0 +0.5 1 1.40678610e-23 -2.98448810e-06
sigma+ 117 2 -1 +0.0 -3.5 1 123 2 -1 +0.0 -2.5 2 -2.97956879e-06 0.00000000e+00
sigma+ 26 2 1 +2.0 +0.5 2 312 4 1 +2.0 +1.5 2 -6.90667843e-25 -2.97477431e-06
sigma+ 84 2 -1 +2.0 +0.5 2 384 4 -1 +2.0 +1.5 2 2.97477431e-06 -1.66461778e-24
sigma+ 70 3 1 +3.0 -1.5 3 258 4 1 +3.0 -0.5 3 -2.96849884e-06 0.00000000e+00
sigma+ 194 3 -1 +3.0 -1.5 3 362 4 -1 +3.0 -0.5 3 2.96849879e-06 0.00000000e+00
sigma+ 7 1 1 +0.0 +1.5 1 6 1 1 +0.0 +2.5 1 2.96760064e-06 0.00000000e+00
sigma+ 437 4 -1 +0.0 -3.5 3 123 2 -1 +0.0 -2.5 2 2.96385634e-06 0.00000000e+00
sigma+ 197 3 -1 +3.0 -0.5 4 369 4 -1 +3.0 +0.5 4 2.95960010e-06 0.00000000e+00
sigma+ 73 3 1 +3.0 -0.5 4 265 4 1 +3.0 +0.5 4 2.95960009e-06 0.00000000e+00
sigma+ 125 2 -1 +0.0 +0.5 3 28 0 -1 +0.0 +1.5 1 -2.95284378e-06 0.00000000e+00
sigma+ 316 4 1 +2.0 -2.5 2 24 2 1 +2.0 -1.5 2 1.40333549e-23 2.95017753e-06
sigma+ 388 4 -1 +2.0 -2.5 2 82 2 -1 +2.0 -1.5 2 -5.48958254e-24 -2.95017753e-06
sigma+ 242 4 1 +3.0 -4.5 1 56 3 1 +3.0 -3.5 1 -2.94023808e-06 0.00000000e+00
sigma+ 346 4 -1 +3.0 -4.5 1 180 3 -1 +3.0 -3.5 1 2.94023800e-06 0.00000000e+00
sigma+ 27 2 1 +2.0 +1.5 2 311 4 1 +2.0 +2.5 2 1.51742461e-23 -2.92066301e-06
sigma+ 85 2 -1 +2.0 +1.5 2 383 4 -1 +2.0 +2.5 2 1.00338291e-23 -2.92066301e-06
sigma+ 117 2 -1 +0.0 -3.5 1 116 2 -1 +0.0 -2.5 1 -2.89013268e-06 0.00000000e+00
sigma+ 51 3 1 +3.0 +1.5 1 50 3 1 +3.0 +2.5 1 -2.88620377e-06 0.00000000e+00
sigma+ 175 3 -1 +3.0 +1.5 1 174 3 -1 +3.0 +2.5 1 2.88620373e-06 0.00000000e+00
sigma+ 72 3 1 +3.0 -1.5 4 69 3 1 +3.0 -0.5 3 -2.88304349e-06 0.00000000e+00
sigma+ 196 3 -1 +3.0 -1.5 4 193 3 -1 +3.0 -0.5 3 -2.88304348e-06 0.00000000e+00
sigma+ 193 3 -1 +3.0 -0.5 3 361 4 -1 +3.0 +0.5 3 2.88288219e-06 0.00000000e+00
sigma+ 69 3 1 +3.0 -0.5 3 257 4 1 +3.0 +0.5 3 2.88288217e-06 0.00000000e+00
sigma+ 387 4 -1 +2.0 -1.5 2 83 2 -1 +2.0 -0.5 2 -2.56584421e-24 2.88147755e-06
sigma+ 315 4 1 +2.0 -1.5 2 25 2 1 +2.0 -0.5 2 1.09689879e-24 2.88147754e-06
sigma+ 229 3 -1 +2.0 -2.5 2 387 4 -1 +2.0 -1.5 2 -2.88115596e-06 -7.74292202e-21
sigma+ 97 3 1 +2.0 -2.5 2 315 4 1 +2.0 -1.5 2 2.88115595e-06 -3.93556313e-21
sigma+ 434 4 -1 +0.0 -0.5 3 125 2 -1 +0.0 +0.5 3 -2.87858044e-06 0.00000000e+00
sigma+ 188 3 -1 +3.0 -2.5 2 354 4 -1 +3.0 -1.5 2 -2.85188361e-06 0.00000000e+00
sigma+ 64 3 1 +3.0 -2.5 2 250 4 1 +3.0 -1.5 2 2.85188358e-06 0.00000000e+00
sigma+ 413 4 -1 +0.0 +0.5 1 112 2 -1 +0.0 +1.5 1 -2.84992209e-06 0.00000000e+00
sigma+ 378 4 -1 +2.0 -1.5 1 79 2 -1 +2.0 -0.5 1 -1.79910848e-24 2.84702694e-06
sigma+ 306 4 1 +2.0 -1.5 1 21 2 1 +2.0 -0.5 1 -1.29745653e-24 -2.84702693e-06
sigma+ 12 1 1 +0.0 +1.5 2 6 1 1 +0.0 +2.5 1 2.84243374e-06 0.00000000e+00
sigma+ 176 3 -1 +3.0 +0.5 1 340 4 -1 +3.0 +1.5 1 -2.83515679e-06 0.00000000e+00
sigma+ 52 3 1 +3.0 +0.5 1 236 4 1 +3.0 +1.5 1 -2.83515678e-06 0.00000000e+00
sigma+ 190 3 -1 +3.0 +2.5 3 182 3 -1 +3.0 +3.5 2 -2.83065410e-06 0.00000000e+00
sigma+ 66 3 1 +3.0 +2.5 3 58 3 1 +3.0 +3.5 2 2.83065408e-06 0.00000000e+00
sigma+ 277 3 -1 +1.0 +1.5 2 276 3 -1 +1.0 +2.5 2 2.82532048e-06 2.48484362e-18
sigma+ 139 3 1 +1.0 +1.5 2 138 3 1 +1.0 +2.5 2 -2.82532048e-06 1.83604225e-23
sigma+ 116 2 -1 +0.0 -2.5 1 115 2 -1 +0.0 -1.5 1 2.81519589e-06 0.00000000e+00
sigma+ 164 3 1 +0.0 +0.5 3 12 1 1 +0.0 +1.5 2 2.81251524e-06 0.00000000e+00
sigma+ 158 3 1 +0.0 -0.5 2 13 1 1 +0.0 +0.5 2 2.81088783e-06 0.00000000e+00
sigma+ 269 3 -1 +1.0 +2.5 1 268 3 -1 +1.0 +3.5 1 -2.80177086e-06 2.12361741e-25
sigma+ 131 3 1 +1.0 +2.5 1 130 3 1 +1.0 +3.5 1 -2.80177085e-06 -9.13139550e-25
sigma+ 78 2 -1 +2.0 +0.5 1 375 4 -1 +2.0 +1.5 1 2.79761317e-06 -2.11265910e-24
sigma+ 20 2 1 +2.0 +0.5 1 303 4 1 +2.0 +1.5 1 -1.72202935e-24 -2.79761317e-06
sigma+ 384 4 -1 +2.0 +1.5 2 226 3 -1 +2.0 +2.5 2 -3.21989962e-21 2.78605268e-06
sigma+ 312 4 1 +2.0 +1.5 2 94 3 1 +2.0 +2.5 2 1.94507946e-24 2.78605268e-06
sigma+ 109 2 -1 +1.0 +1.5 2 276 3 -1 +1.0 +2.5 2 1.81643587e-22 -2.78160935e-06
sigma+ 41 2 1 +1.0 +1.5 2 138 3 1 +1.0 +2.5 2 2.78160934e-06 -4.21815702e-20
sigma+ 261 4 1 +3.0 -3.5 3 64 3 1 +3.0 -2.5 2 -2.77797024e-06 0.00000000e+00
sigma+ 365 4 -1 +3.0 -3.5 3 188 3 -1 +3.0 -2.5 2 -2.77797020e-06 0.00000000e+00
sigma+ 15 1 1 +0.0 -1.5 2 14 1 1 +0.0 -0.5 2 -2.77719899e-06 0.00000000e+00
sigma+ 76 2 -1 +2.0 +2.5 1 373 4 -1 +2.0 +3.5 1 1.11544385e-23 2.76342798e-06
sigma+ 18 2 1 +2.0 +2.5 1 301 4 1 +2.0 +3.5 1 1.13862957e-23 2.76342798e-06
sigma+ 161 3 1 +0.0 -3.5 2 167 3 1 +0.0 -2.5 3 2.75646835e-06 0.00000000e+00
sigma+ 155 3 1 +0.0 +2.5 2 154 3 1 +0.0 +3.5 2 -2.73984549e-06 0.00000000e+00
sigma+ 44 1 -1 +1.0 -0.5 1 271 3 -1 +1.0 +0.5 1 -1.24264771e-23 2.73975586e-06
sigma+ 2 1 1 +1.0 -0.5 1 133 3 1 +1.0 +0.5 1 -2.73975586e-06 8.64363263e-24
sigma+ 438 4 -1 +0.0 -2.5 4 127 2 -1 +0.0 -1.5 3 2.73497576e-06 0.00000000e+00
sigma+ 140 3 1 +1.0 -2.5 2 143 3 1 +1.0 -1.5 2 -3.18468897e-24 2.73386070e-06
sigma+ 278 3 -1 +1.0 -2.5 2 281 3 -1 +1.0 -1.5 2 2.73384680e-06 2.24729243e-25
sigma+ 184 3 -1 +3.0 +1.5 2 183 3 -1 +3.0 +2.5 2 2.72968592e-06 0.00000000e+00
sigma+ 60 3 1 +3.0 +1.5 2 59 3 1 +3.0 +2.5 2 2.72968587e-06 0.00000000e+00
sigma+ 12 1 1 +0.0 +1.5 2 162 3 1 +0.0 +2.5 3 2.72928363e-06 0.00000000e+00
sigma+ 249 4 1 +3.0 -0.5 2 61 3 1 +3.0 +0.5 2 -2.72283135e-06 0.00000000e+00
sigma+ 353 4 -1 +3.0 -0.5 2 185 3 -1 +3.0 +0.5 2 -2.72283127e-06 0.00000000e+00
sigma+ 31 0 -1 +0.0 -1.5 1 121 2 -1 +0.0 -0.5 2 -2.71980265e-06 0.00000000e+00
sigma+ 14 1 1 +0.0 -0.5 2 164 3 1 +0.0 +0.5 3 -2.70824917e-06 0.00000000e+00
sigma+ 30 0 -1 +0.0 -0.5 1 113 2 -1 +0.0 +0.5 1 -2.70701815e-06 0.00000000e+00
sigma+ 127 2 -1 +0.0 -1.5 3 440 4 -1 +0.0 -0.5 4 2.70277778e-06 0.00000000e+00
sigma+ 5 1 1 +1.0 +0.5 2 41 2 1 +1.0 +1.5 2 5.31748614e-25 -2.69880778e-06
sigma+ 47 1 -1 +1.0 +0.5 2 109 2 -1 +1.0 +1.5 2 2.69880778e-06 1.39291511e-23
sigma+ 70 3 1 +3.0 -1.5 3 62 3 1 +3.0 -0.5 2 -2.68372873e-06 0.00000000e+00
sigma+ 194 3 -1 +3.0 -1.5 3 186 3 -1 +3.0 -0.5 2 -2.68372870e-06 0.00000000e+00
sigma+ 308 4 1 +2.0 -3.5 1 23 2 1 +2.0 -2.5 1 -2.59262478e-23 2.68027729e-06
sigma+ 380 4 -1 +2.0 -3.5 1 81 2 -1 +2.0 -2.5 1 2.59262477e-23 -2.68027727e-06
sigma+ 126 2 -1 +0.0 -0.5 3 120 2 -1 +0.0 +0.5 2 -2.67146530e-06 0.00000000e+00
sigma+ 15 1 1 +0.0 -1.5 2 169 3 1 +0.0 -0.5 4 2.66770688e-06 0.00000000e+00
sigma+ 133 3 1 +1.0 +0.5 1 33 2 1 +1.0 +1.5 1 2.66365847e-06 2.17381773e-21
sigma+ 271 3 -1 +1.0 +0.5 1 101 2 -1 +1.0 +1.5 1 -2.66365846e-06 1.32967733e-23
sigma+ 275 3 -1 +1.0 -3.5 1 274 3 -1 +1.0 -2.5 1 1.96032056e-24 2.66233981e-06
sigma+ 137 3 1 +1.0 -3.5 1 136 3 1 +1.0 -2.5 1 1.96032056e-24 2.66233980e-06
sigma+ 30 0 -1 +0.0 -0.5 1 129 2 -1 +0.0 +0.5 4 2.65899779e-06 0.00000000e+00
sigma+ 189 3 -1 +3.0 -3.5 2 364 4 -1 +3.0 -2.5 3 2.65373937e-06 0.00000000e+00
sigma+ 65 3 1 +3.0 -3.5 2 260 4 1 +3.0 -2.5 3 2.65373937e-06 0.00000000e+00
sigma+ 327 4 1 +1.0 -4.5 1 137 3 1 +1.0 -3.5 1 2.65252106e-06 -3.51160912e-24
sigma+ 268 3 -1 +1.0 +3.5 1 390 4 -1 +1.0 +4.5 1 -4.68920382e-24 2.65252106e-06
sigma+ 130 3 1 +1.0 +3.5 1 318 4 1 +1.0 +4.5 1 2.65252106e-06 9.79230132e-25
sigma+ 399 4 -1 +1.0 -4.5 1 275 3 -1 +1.0 -3.5 1 1.79481968e-21 2.65252106e-06
sigma+ 168 3 1 +0.0 -1.5 4 14 1 1 +0.0 -0.5 2 -2.63090093e-06 0.00000000e+00
sigma+ 148 3 1 +0.0 +0.5 1 7 1 1 +0.0 +1.5 1 2.62644986e-06 0.00000000e+00
sigma+ 151 3 1 +0.0 -2.5 1 150 3 1 +0.0 -1.5 1 -2.62140004e-06 0.00000000e+00
sigma+ 112 2 -1 +0.0 +1.5 1 111 2 -1 +0.0 +2.5 1 2.62119845e-06 0.00000000e+00
sigma+ 104 2 -1 +1.0 -1.5 1 272 3 -1 +1.0 -0.5 1 -2.61551430e-06 1.91433888e-23
sigma+ 36 2 1 +1.0 -1.5 1 134 3 1 +1.0 -0.5 1 2.61551430e-06 -4.36118915e-21
sigma+ 22 2 1 +2.0 -1.5 1 21 2 1 +2.0 -0.5 1 3.08835060e-24 -2.61241193e-06
sigma+ 80 2 -1 +2.0 -1.5 1 79 2 -1 +2.0 -0.5 1 -3.08835062e-24 2.61241191e-06
sigma+ 64 3 1 +3.0 -2.5 2 63 3 1 +3.0 -1.5 2 2.60772530e-06 0.00000000e+00
sigma+ 188 3 -1 +3.0 -2.5 2 187 3 -1 +3.0 -1.5 2 -2.60772526e-06 0.00000000e+00
sigma+ 58 3 1 +3.0 +3.5 2 48 3 1 +3.0 +4.5 1 2.60638306e-06 0.00000000e+00
sigma+ 182 3 -1 +3.0 +3.5 2 172 3 -1 +3.0 +4.5 1 -2.60638303e-06 0.00000000e+00
sigma+ 126 2 -1 +0.0 -0.5 3 129 2 -1 +0.0 +0.5 4 2.59874042e-06 0.00000000e+00
sigma+ 15 1 1 +0.0 -1.5 2 165 3 1 +0.0 -0.5 3 2.59604395e-06 0.00000000e+00
sigma+ 189 3 -1 +3.0 -3.5 2 188 3 -1 +3.0 -2.5 2 -2.59178189e-06 0.00000000e+00
sigma+ 65 3 1 +3.0 -3.5 2 64 3 1 +3.0 -2.5 2 -2.59178184e-06 0.00000000e+00
sigma+ 6 1 1 +0.0 +2.5 1 154 3 1 +0.0 +3.5 2 2.58833912e-06 0.00000000e+00
sigma+ 121 2 -1 +0.0 -0.5 2 29 0 -1 +0.0 +0.5 1 -2.58568267e-06 0.00000000e+00
sigma+ 14 1 1 +0.0 -0.5 2 157 3 1 +0.0 +0.5 2 -2.56427896e-06 0.00000000e+00
sigma+ 123 2 -1 +0.0 -2.5 2 127 2 -1 +0.0 -1.5 3 2.56399880e-06 0.00000000e+00
sigma+ 163 3 1 +0.0 +1.5 3 162 3 1 +0.0 +2.5 3 -2.55851335e-06 0.00000000e+00
sigma+ 362 4 -1 +3.0 -0.5 3 192 3 -1 +3.0 +0.5 3 -2.55529385e-06 0.00000000e+00
sigma+ 258 4 1 +3.0 -0.5 3 68 3 1 +3.0 +0.5 3 -2.55529379e-06 0.00000000e+00
sigma+ 364 4 -1 +3.0 -2.5 3 196 3 -1 +3.0 -1.5 4 2.55091843e-06 0.00000000e+00
sigma+ 260 4 1 +3.0 -2.5 3 72 3 1 +3.0 -1.5 4 2.55091838e-06 0.00000000e+00
sigma+ 49 3 1 +3.0 +3.5 1 233 4 1 +3.0 +4.5 1 2.55017975e-06 0.00000000e+00
sigma+ 173 3 -1 +3.0 +3.5 1 337 4 -1 +3.0 +4.5 1 2.55017970e-06 0.00000000e+00
sigma+ 115 2 -1 +0.0 -1.5 1 414 4 -1 +0.0 -0.5 1 2.54879274e-06 0.00000000e+00
sigma+ 262 4 1 +3.0 -2.5 4 72 3 1 +3.0 -1.5 4 2.54720736e-06 0.00000000e+00
sigma+ 366 4 -1 +3.0 -2.5 4 196 3 -1 +3.0 -1.5 4 2.54720730e-06 0.00000000e+00
sigma+ 38 2 1 +1.0 -1.5 2 142 3 1 +1.0 -0.5 2 -2.54179000e-06 4.69406196e-18
sigma+ 106 2 -1 +1.0 -1.5 2 280 3 -1 +1.0 -0.5 2 -2.54177708e-06 1.27864000e-23
sigma+ 429 4 -1 +0.0 -4.5 2 117 2 -1 +0.0 -3.5 1 -2.53497084e-06 0.00000000e+00
sigma+ 440 4 -1 +0.0 -0.5 4 125 2 -1 +0.0 +0.5 3 2.53467625e-06 0.00000000e+00
sigma+ 360 4 -1 +3.0 +1.5 3 190 3 -1 +3.0 +2.5 3 2.51511812e-06 0.00000000e+00
sigma+ 256 4 1 +3.0 +1.5 3 66 3 1 +3.0 +2.5 3 2.51511811e-06 0.00000000e+00
sigma+ 142 3 1 +1.0 -0.5 2 5 1 1 +1.0 +0.5 2 6.66380244e-24 -2.51251668e-06
sigma+ 280 3 -1 +1.0 -0.5 2 47 1 -1 +1.0 +0.5 2 -1.30388034e-23 2.51250390e-06
sigma+ 61 3 1 +3.0 +0.5 2 67 3 1 +3.0 +1.5 3 2.50920950e-06 0.00000000e+00
sigma+ 185 3 -1 +3.0 +0.5 2 191 3 -1 +3.0 +1.5 3 2.50920948e-06 0.00000000e+00
sigma+ 167 3 1 +0.0 -2.5 3 168 3 1 +0.0 -1.5 4 -2.50834654e-06 0.00000000e+00
sigma+ 297 4 -1 +4.0 -1.5 2 296 4 -1 +4.0 -0.5 2 -2.50196951e-06 5.06524655e-24
sigma+ 215 4 1 +4.0 -1.5 2 214 4 1 +4.0 -0.5 2 1.50494776e-24 -2.50196950e-06
sigma+ 69 3 1 +3.0 -0.5 3 74 3 1 +3.0 +0.5 4 -2.50094285e-06 0.00000000e+00
sigma+ 193 3 -1 +3.0 -0.5 3 198 3 -1 +3.0 +0.5 4 -2.50094282e-06 0.00000000e+00
sigma+ 40 2 1 +1.0 +0.5 2 0 1 1 +1.0 +1.5 1 -2.49299326e-06 8.34876049e-24
sigma+ 108 2 -1 +1.0 +0.5 2 42 1 -1 +1.0 +1.5 1 2.49299326e-06 0.00000000e+00
sigma+ 153 3 1 +0.0 -4.5 1 161 3 1 +0.0 -3.5 2 -2.49098465e-06 0.00000000e+00
sigma+ 35 2 1 +1.0 -0.5 1 133 3 1 +1.0 +0.5 1 2.47161309e-06 1.37467280e-24
sigma+ 103 2 -1 +1.0 -0.5 1 271 3 -1 +1.0 +0.5 1 -2.47161308e-06 -1.94120320e-23
sigma+ 276 3 -1 +1.0 +2.5 2 400 4 -1 +1.0 +3.5 2 -3.16781753e-24 -2.46740053e-06
sigma+ 138 3 1 +1.0 +2.5 2 328 4 1 +1.0 +3.5 2 -2.46740053e-06 -1.76027839e-19
sigma+ 142 3 1 +1.0 -0.5 2 40 2 1 +1.0 +0.5 2 -4.50069015e-19 2.46719079e-06
